molecule_smi,active
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,1.0
CC1CC2C3CCC4=CC(=O)CCC4(C)C3CCC2(C)C1(O)C(=O)CO,1.0
CC1CC2OC(=O)C3(C)C2C(OC3(C)O)C2(C)C(=O)C=CC12,1.0
CC1CCC(=Cc2ccc3c(c2)OCO3)C(=O)C1=Cc1ccc2c(c1)OCO2,1.0
CC1CCC(C(=O)c2c(O)oc3ccccc3c2=O)CC1,1.0
CC1CCC(C(O)(C(=O)O)C2CCCCC2)CC1C,1.0
CC1CCC(O)C=CC(=O)OC(C)CCC(O)C=CC(=O)O1,1.0
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1C,1.0
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C56CCC(O)(OC5)C(C)(C)C6CCC43C)C2C1C,1.0
CC1CCC2(O1)OC(CCO)CC(O)C2O,1.0
CC1CCC2(OC1)OC1C(O)C3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,0.6666666666666666
CC1CCC23COC(=O)C2=CCCC3C1(C)CCC(=CCO)CO,1.0
CC1CCCC(=Cc2ccc(O)cc2)C1=O,1.0
CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1,0.75
CC1CCCC(O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1,1.0
CC1CCCC(O)CCCCCc2cc(O)cc(O)c2C(=O)O1,0.5
CC1CCCC2(O1)OC(CCO)CC(O)C2O,1.0
CC1CCCC=CC(=O)c2c(O)cc(O)cc2CC(=O)O1,1.0
CC1CCCC=CC2CC(O)CC2(O)CC=CC(=O)O1,1.0
CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1,1.0
CC1CCOC(=O)C=CC=CC(=O)OC2CC3OC4C5OC5(C)C(O)CC4(COC(=O)C1O)C2(C)C31CO1,1.0
CC1CCOC(=O)C=CC=CC(=O)OC2CC3OC4C5OC5(C)CCC4(COC(=O)C1O)C2(C)C31CO1,1.0
CC1CCOC(c2coc3ccccc3c2=O)O1,1.0
CC1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,1.0
CC1OC(CC(=O)O)CC2=C1C(=O)c1c(O)cccc1C2=O,1.0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0.875
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,1.0
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,1.0
CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC45C)C3(C)C)OC(C(=O)O)C(O)C2O)C(O)C(O)C1O,1.0
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,1.0
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,1.0
CC1OC(OC2CC(C)(C)CC3C4=CC(=O)C5C6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OC(C(=O)O)C(O)C(O)C7O)C(C)(C)C6CCC5(C)C4(C)CCC23C)C(O)C(O)C1O,1.0
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,1.0
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6COC(=O)C6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,1.0
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC2OC(C)(C)OC12,1.0
CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,1.0
CC1OC(c2c(O)c(C3OC(COC(=O)CC(C)(O)CC(=O)O)C(O)C(O)C3O)c3oc(-c4ccc(O)cc4)cc(=O)c3c2O)C(O)C(O)C1O,1.0
CC1OC1c1ccc(-c2ccc(C3OC3C)cc2)cc1,1.0
CC1Oc2cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)C(C)C6=O)c(O)cc(O)c3c(O)c2C(=O)C1C,1.0
CC1Oc2ccccc2C(=O)C1C(=O)c1ccccc1,1.0
CC=C(C)C(=O)OC(C)(C)C1Cc2c(ccc3ccc(=O)oc23)O1,1.0
CC=C(C)C(=O)OC1C(C)=C2C(C1OC(=O)CCCCCCC)C(C)(OC(C)=O)CC(OC(=O)CCC)C1(O)C2OC(=O)C1(C)O,1.0
CC=C(C)C(=O)OC1C(OC(=O)C(C)=CC)C2(CO)C(CC1(C)C)C1=CCC3C4(C)CCC(OC5OC(C(=O)O)C(O)C(OC6OCC(O)C(OC7OC(C)C(O)C(O)C7O)C6O)C5O)C(C)(CO)C4CCC3(C)C1(C)C(O)C2O,1.0
CC=C(C)C(=O)OC1C(OC(=O)C(C)=CC)C2(CO)C(CC1(C)C)C1=CCC3C4(C)CCC(OC5OC(C(=O)O)C(O)C(OC6OCC(O)C(OC7OC(C)C(O)C(O)C7O)C6O)C5O)C(C)(CO)C4CCC3(C)C1(C)C(OC(=O)CC(C)C)C2O,1.0
CC=C(C)C(=O)OC1C(OC(=O)C(C)CC)C2(CO)C(CC1(C)C)C1=CCC3C4(C)CCC(OC5OC(C(=O)O)C(O)C(OC6OCC(O)C(OC7OC(C)C(O)C(O)C7O)C6O)C5O)C(C)(C=O)C4CCC3(C)C1(C)C(O)C2O,1.0
CC=C(C)C(=O)OC1C(OC(=O)C(C)CC)C2(CO)C(CC1(C)C)C1=CCC3C4(C)CCC(OC5OC(C(=O)O)C(O)C(OC6OCC(O)C(OC7OC(C)C(O)C(O)C7O)C6O)C5O)C(C)(CO)C4CCC3(C)C1(C)C(O)C2O,1.0
CC=C(C)C(=O)OC1C(OC(=O)C(C)CC)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(OC8OC(C)C(O)C(O)C8O)C7O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,1.0
CC=C(C)C(=O)OC1C(OC(=O)C(C)CC)C2(CO)C(OC(C)=O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(OC8OC(C)C(O)C(O)C8O)C7O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,1.0
CC=C(C)C(=O)OC1C(OC(=O)CC(C)C)C2(CO)C(CC1(C)C)C1=CCC3C4(C)CCC(OC5OC(C(=O)O)C(O)C(OC6OCC(O)C(OC7OC(C)C(O)C(O)C7O)C6O)C5O)C(C)(C=O)C4CCC3(C)C1(C)C(O)C2O,1.0
CC=C(C)C(=O)OC1C(OC(=O)CC(C)C)C2(CO)C(CC1(C)C)C1=CCC3C4(C)CCC(OC5OC(C(=O)O)C(O)C(OC6OCC(O)C(OC7OC(C)C(O)C(O)C7O)C6O)C5O)C(C)(CO)C4CCC3(C)C1(C)C(OC(C)=O)C2OC(C)=O,1.0
CC=C(C)C(=O)OC1C(OC(=O)CC(C)C)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(OC8OC(C)C(O)C(O)C8O)C7O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,1.0
CC=C(C)C(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CC(O)C12CO,1.0
CC=C(C)C(=O)OC1CC(OC(C)=O)C2(C(=O)OC)COC3C2C12COC(O)(C(=O)OC)C2C(C)(C12OC1(C)C1CC2OC2OC=CC21O)C3O,1.0
CC=C(C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(=O)C(C)=CC,1.0
CC=C(C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(C)=O,1.0
CC=C(C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC1C(C)(C)OC(=O)C(C)=CC,1.0
CC=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1.0
CC=CC1=CC(=O)CC(c2ccc(OC)c(OC)c2)C1,1.0
CC=CC1=CC(=O)CC(c2ccc3c(c2)OCO3)C1,1.0
CC=CC=CC=O,1.0
CC=Cc1cc(OC)c2c(c1)C(C)C(c1ccc(O)c(OC)c1)O2,0.5
CC=Cc1cc(OC)c2oc(-c3ccc(O)c(OC)c3)c(C)c2c1,0.5
CC=Cc1cc(OC)c2oc(-c3ccc(O)cc3)c(C)c2c1,0.5
CC=Cc1ccc(O)c(OC)c1,1.0
CC=Cc1ccc2c(c1)OCO2,1.0
CC=Cc1ccc2oc(-c3ccc(O)cc3)c(C)c2c1,0.5
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,1.0
CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1.0
CCC(=O)C1=C(O)C(c2cccc(Oc3ccccc3)c2)CCC1=O,1.0
CCC(=O)C=CC1C(C)=CCCC1(C)C,1.0
CCC(=O)CCC(=O)c1ccc2ccccc2c1,1.0
CCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,1.0
CCC(=O)OC1CCC2C3CCC4CC(=O)C=CC4(C)C3CCC12C,1.0
CCC(=O)Oc1c(C(=O)CC)cc2c(C)cc(=O)oc2c1C,1.0
CCC(=O)Oc1ccc(C(CC)=C(CC)c2ccc(OC(=O)CC)cc2)cc1,1.0
CCC(=O)Oc1ccc2c(c1)OC(=Cc1ccco1)C2=O,1.0
CCC(=O)c1ccc(OCc2ccc(C(=O)OC)cc2)c(OC)c1,1.0
CCC(=O)c1ccc(OCc2ccc(C(=O)OC)cc2)cc1,1.0
CCC(=O)c1ccc(OCc2ccc(C(=O)OC)o2)c(OC)c1,1.0
CCC(=O)c1ccc(OCc2ccc(C(=O)c3ccccc3)cc2)cc1,1.0
CCC(=O)c1ccc(OCc2ccccc2)c(OC)c1,1.0
CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,1.0
CCC(C(=O)O)C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1,1.0
CCC(C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C)C(C)C,1.0
CCC(C(=O)c1ccc(O)cc1)c1ccccc1,1.0
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1.0
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,0.5
CCC(C)(C)c1ccc(O)cc1,1.0
CCC(C)(C)c1ccc(Oc2cccc(C(=O)O)c2)cc1,1.0
CCC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,1.0
CCC(C)(O)C(=O)OC1C(=O)OC2CC3C(C)=CC(=O)C(O)C3(C)C3C4(O)OCC23C1C(C)C4O,1.0
CCC(C)(OO)OOC(C)(CC)OO,1.0
CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.0
CCC(C)C(=O)OC1C(O)C(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(OC8OC(C)C(O)C(O)C8O)C7O)C6O)C(C)(CO)C5CCC4(C)C3(C)C(OC(=O)CC(C)C)C(O)C21CO,1.0
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1.0
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.6666666666666666
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,0.5
CCC(C)C1OC2(CCC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,1.0
CCC(C)OC(=O)C1C(c2ccccc2)C(C(=O)O)C1c1ccccc1,1.0
CCC(C)c1ccc(O)cc1,1.0
CCC(C)c1ccc(OCc2ccc(C(=O)O)o2)cc1,1.0
CCC(C)c1ccc(OCc2ccc(C(=O)OC)o2)cc1,1.0
CCC(C)c1ccccc1O,1.0
CCC(CC)C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1.0
CCC(CCC(C)C1CCC2C3CC=C4CC(OC(=O)c5ccc6ccccc6c5)CCC4(C)C3CCC12C)C(C)C,1.0
CCC(O)OC(O)CC,1.0
CCC(c1ccc(O)c(O)c1)C(CC)c1ccc(O)c(O)c1,1.0
CCC(c1ccccc1)C(CC)c1cc(O)c(O)c(O)c1,1.0
CCC1(C)COC(c2ccc3c(c2)OCO3)OC1,1.0
CCC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC,1.0
CCC12CCC(O)CC1=CCC1C3CCC(=O)C3(C)CCC12,1.0
CCC1C(c2ccccc2)=CCC(C(=O)O)C1C,1.0
CCC1CC(=Cc2cc(OC)c(OC)cc2OC)C(=O)C(=Cc2cc(OC)c(OC)cc2OC)C1,1.0
CCC1CCCCc2ccccc2C(C(=O)CC(O)CC(C)=O)OC1=O,1.0
CCC1Cc2cc(O)ccc2C2=C1c1ccc(O)cc1CC2CC,1.0
CCC1OC2(CCC1C)CC1CC(CC=C(C)CC(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,0.6666666666666666
CCC=CC=C1C(=O)C=CC1CCCCCCCC(=O)O,0.8333333333333334
CCC=CCC=CCC=CCCCCCCCC(=O)O,1.0
CCC=CCC=CCC=CCCCCCCCC(=O)OCC,1.0
CCCC(=O)C1=C(O)C(c2cccc(Oc3ccccc3)c2)CCC1=O,1.0
CCCC(=O)OC(=O)CCC,1.0
CCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1.0
CCCC(=O)c1cc(O)c(O)cc1O,1.0
CCCC(C)CO,1.0
CCCC(CCC)C(=O)O,1.0
CCCC1=CC(=Cc2ccc(-c3ccccc3OC)o2)C(=O)O1,1.0
CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)O)O1,1.0
CCCC=O,1.0
CCCCC,1.0
CCCCC(=O)OC1(C(=O)CO)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1.0
CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,1.0
CCCCC(=O)c1c(O)oc2ccccc2c1=O,1.0
CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC,1.0
CCCCC(CC)COC(=O)c1ccccc1C(=O)O,1.0
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1.0
CCCCC(CC)COC(=O)c1ccccc1O,1.0
CCCCC1C(=O)CCC2C(CC=CCCCC(=O)O)C(=O)CC12,1.0
CCCCC1C2=C(CCCC2=O)OC2=C1C(=O)CCC2,1.0
CCCCC1CCC(CCCC(C)CCC(=O)O)CC1,1.0
CCCCC=O,1.0
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,1.0
CCCCCC(=O)OC1CC(OC(C)=O)C2(C)C(OC(=O)CCC)CCC(C)=CC=C(C(C)C(=O)OC)C(=O)C2C1C,1.0
CCCCCC(C=CC1C(=O)C=CC1CC=CCCCC(=O)O)OC(C)=O,1.0
CCCCCC1CCC(=O)O1,1.0
CCCCCC1CCC(C(=O)O)CC1,1.0
CCCCCC=CC1=CC(=O)CC(c2ccc(OC)c(OC)c2)C1,1.0
CCCCCC=CC=C1C(=O)C=CC1CC=CCCCC(=O)O,1.0
CCCCCC=CC=CC=O,1.0
CCCCCCC(=O)O,1.0
CCCCCCC1CC(C)(C)C=C(C(=O)OC)C1=O,1.0
CCCCCCC1CC2(C=C(C(=O)OC)C1=O)OCCO2,1.0
CCCCCCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1.0
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1.0
CCCCCCCC1CCC(=O)O1,1.0
CCCCCCCCCC(=O)OC,1.0
CCCCCCCCCC=C1C(=O)OC(C)C1O,1.0
CCCCCCCCCC=CCC1CC(=O)OC1=O,1.0
CCCCCCCCCCC=C1C(=O)OC(C)C1O,1.0
CCCCCCCCCCCC(=O)OC,1.0
CCCCCCCCCCCC=C1C(=O)OC(C)C1O,1.0
CCCCCCCCCCCCC1=C(OC(C)=O)C(=O)c2ccccc2C1=O,1.0
CCCCCCCCCCCCC=C1C(=O)OC(C)C1O,1.0
CCCCCCCCCCCCCC(=O)OC,1.0
CCCCCCCCCCCCCC=C1C(=O)OC(C)C1O,0.8333333333333334
CCCCCCCCCCCCCCC(=O)OC,1.0
CCCCCCCCCCCCCCC1CO1,1.0
CCCCCCCCCCCCCCCC,1.0
CCCCCCCCCCCCCCCC(=O)OC(C)C,1.0
CCCCCCCCCCCCCO,1.0
CCCCCCCCCCCCOCC1CO1,1.0
CCCCCCCCCCCO,1.0
CCCCCCCCCc1ccc(O)cc1,0.75
CCCCCCCCOc1ccc(C(=O)O)cc1,1.0
CCCCCCCCc1ccc(-c2ccc(C(=O)O)cc2)cc1,1.0
CCCCCCCCc1ccc(O)cc1,1.0
CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,1.0
CCCCCCO,1.0
CCCCCCOC(=O)CC1CC(C(C)=O)C1(C)C,1.0
CCCCCCOCCOCCO,1.0
CCCCCCc1ccc(O)cc1O,1.0
CCCCCc1cc(O)cc(O)c1,1.0
CCCCOC(=O)COc1cc(C)cc2oc(=O)c3c(c12)CCC3,1.0
CCCCOC(=O)c1ccc(O)cc1,1.0
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,1.0
CCCCOCC(C)O,1.0
CCCCOCCOC(C)=O,1.0
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,1.0
CCCCOCCOCCOCCCC,1.0
CCCCOc1ccc(C2(C(=O)O)CCCC2)cc1,1.0
CCCCOc1ccc(C2CCC(C(C)=O)C(C)C2)cc1,1.0
CCCCOc1ccc2c(C)cc(=O)oc2c1OCCCC,1.0
CCCCc1c(C(=O)O)cc(OC)cc1C(=O)O,1.0
CCCCc1cc(O)c(CCCC)c(O)c1,1.0
CCCCc1oc2c(c(=O)c1C)C(=O)CC(c1ccccc1)C2,1.0
CCCOC(=O)C1C2C=CC(C3CC23)C1C(=O)OCC(=O)c1ccccc1,1.0
CCCOC(=O)c1cc(O)c(O)c(O)c1,1.0
CCCOC(=O)c1ccc(-c2ccc(C=O)o2)cc1,1.0
CCCOC(=O)c1ccc(O)cc1,1.0
CCCOc1ccc(C(=O)CCCC(=O)c2ccc(OCCC)cc2)cc1,1.0
CCCOc1ccc2c(=O)c(-c3cc(C(=O)OC)oc3C)c(C)oc2c1,1.0
CCCOc1ccc2c3c(c(=O)oc2c1OCCC)CCC3,1.0
CCCc1c(C)c2ccc(OCC(C)=O)cc2oc1=O,1.0
CCCc1c(OCCCOc2ccc(OCC(=O)O)cc2)ccc(C(C)=O)c1O,1.0
CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3O,1.0
CCCc1cc(=O)oc2cc(C)cc(OC(=O)c3ccco3)c12,1.0
CCCc1cc(C(=O)Cc2ccc(C(=O)OCC)o2)c(O)cc1O,1.0
CCCc1ccc(OCc2ccc(C(=O)O)o2)c(OC)c1,1.0
CCCc1ccc(OCc2ccc(C(=O)OC)o2)c(OC)c1,1.0
CCOC(=O)C(=Cc1cc(=O)c(OC)co1)C(=O)OCC,1.0
CCOC(=O)C(=Cc1ccccc1OC)C(=O)OCC,1.0
CCOC(=O)C(C(=O)OCC)C(=O)c1cc(OC)c(OC)c(OC)c1,1.0
CCOC(=O)C(C(=O)OCC)C1OC(=O)c2cc3c(cc21)C(=O)OC3C(C(=O)OCC)C(=O)OCC,1.0
CCOC(=O)C(C)C(C)=O,1.0
CCOC(=O)C(CC(=O)c1ccccc1)CC(=O)c1ccccc1,1.0
CCOC(=O)C(CC)(CC)C(=O)C=Cc1ccc(OC)cc1,1.0
CCOC(=O)C(CCCOc1ccc(C(C)CC)cc1)C(=O)OCC,1.0
CCOC(=O)C(O)(CCC(O)(C(=O)OCC)C(=O)OCC)C(=O)OCC,1.0
CCOC(=O)C1(C)Oc2ccccc2C(C(=O)OC)=C1C(=O)OC,1.0
CCOC(=O)C1(C)Oc2ccccc2C(c2ccc(OC)cc2)=C1C(=O)OC,1.0
CCOC(=O)C1=C(C(=O)OCC)c2ccc(OC)c(OC)c2C1,1.0
CCOC(=O)C1=C(C)c2ccccc2OC1(C(=O)OCC)c1ccccc1,1.0
CCOC(=O)C1=C(O)c2ccccc2C(=O)C1=Cc1ccc(C)cc1,1.0
CCOC(=O)C1=C(O)c2ccccc2C(=O)C1=Cc1ccc(CC)cc1,1.0
CCOC(=O)C1=CC(=O)CC(C)(C)O1,1.0
CCOC(=O)C1C(=O)C=C(c2ccccc2)CC1c1ccccc1,1.0
CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccccc1OC,1.0
CCOC(=O)C1CC(=O)c2cc(OC)c(OC)cc2C1,1.0
CCOC(=O)C1OC1c1ccccc1,1.0
CCOC(=O)C1OC2(CCCC2)OC1C(=O)OCC,1.0
CCOC(=O)C1Oc2ccccc2C(C(=O)OC)=C1C(=O)OC,1.0
CCOC(=O)C=CC1=CC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C(=O)OC)CCC23C)C(C)(C)C1=O,1.0
CCOC(=O)C=Cc1ccc2oc3ccccc3c(=O)c2c1,1.0
CCOC(=O)CCC(=O)c1c(C)oc2ccc(OC)cc12,1.0
CCOC(=O)CCc1c(C)c2ccc(OCC(=O)OC(C)C)cc2oc1=O,1.0
CCOC(=O)COc1cc(OCC(=O)OCC)c2c(=O)cc(-c3ccccc3)oc2c1,1.0
CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1.0
CCOC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1.0
CCOC(=O)c1c(-c2ccccc2)oc2ccc(OCC)cc12,1.0
CCOC(=O)c1c(COc2ccccc2)oc2ccc(O)cc12,1.0
CCOC(=O)c1cc(-c2cccc(O)c2)oc1C,1.0
CCOC(=O)c1cc2c(ccc3ccccc32)oc1=O,1.0
CCOC(=O)c1cc2cc3ccccc3cc2oc1=O,1.0
CCOC(=O)c1ccc(-c2ccc(C=O)o2)cc1,1.0
CCOC(=O)c1ccc(-c2ccc(CO)o2)cc1,1.0
CCOC(=O)c1ccc(CC(=O)c2ccc(O)cc2O)o1,1.0
CCOC(=O)c1ccc(COc2ccc(C(C)C)cc2)o1,1.0
CCOC(=O)c1ccc(O)cc1,1.0
CCOC(=O)c1ccc(OCC(=O)c2ccc(O)cc2O)cc1,1.0
CCOC(=O)c1ccc(Oc2coc3cc(O)ccc3c2=O)cc1,1.0
CCOC(=O)c1cccc(C2=CC(=O)CC(c3ccc(OC)c(OC)c3)C2)c1,1.0
CCOC(=O)c1cccc(C2=CC(=O)CC(c3ccc(OC)cc3)C2)c1,1.0
CCOC(=O)c1ccccc1C(=O)OCC,1.0
CCOC(=O)c1ccccc1OC(=O)Oc1ccccc1C(=O)OCC,1.0
CCOC(=O)c1oc2cc(O)ccc2c(=O)c1-c1ccc(OC)cc1,1.0
CCOC(=O)c1oc2cc(OC(C)=O)ccc2c(=O)c1-c1ccc(OC)c(OC)c1,1.0
CCOC(C)OCC,1.0
CCOC1(C)OCC(=O)C2(CCC3C4CCC5=CC(=O)C=CC5(C)C4C(=O)CC32C)O1,1.0
CCOC1(c2ccccc2)OC(=O)c2ccccc21,1.0
CCOc1c2c(c(-c3ccc4c(c3)OCO4)c3cc(OC)c(OC)cc13)C(=O)OC2,1.0
CCOc1cc(-c2ccc(OC(=O)c3ccc(C)cc3)c(OC)c2)cc(=O)c2c(C)oc(C)c12,1.0
CCOc1cc(-c2ccc(OC(=O)c3ccc(OC)cc3)c(OC)c2)cc(=O)c2c(C)oc(C)c12,1.0
CCOc1cc(C)cc2oc(=O)c3c(c12)CCCC3,1.0
CCOc1cc(C)cc2oc(=O)cc(-c3ccccc3)c12,1.0
CCOc1cc(C=CC(=O)O)ccc1OCCOc1ccccc1,1.0
CCOc1cc(C=O)ccc1O,1.0
CCOc1ccc(C(=O)C=Cc2cc(OC)c(OC)c(OC)c2)cc1,1.0
CCOc1ccc(C(=O)C=Cc2ccc(OC)c(OC)c2)cc1,1.0
CCOc1ccc(C(=O)Cc2ccccc2)cc1,1.0
CCOc1ccc(C=C2CCC(C3CCCC3)C2=O)cc1,1.0
CCOc1ccc(C=C2CCc3ccccc3C2=O)cc1,1.0
CCOc1ccc(C=CC(=O)CCC(=O)O)cc1,1.0
CCOc1ccc(C=CC(=O)c2c(O)cc(C)oc2=O)cc1,1.0
CCOc1ccc(C=CC(=O)c2c(O)oc3ccccc3c2=O)cc1,1.0
CCOc1ccc(C=CC(=O)c2ccccc2)cc1,1.0
CCOc1ccc(C=CC(=O)c2ccccc2)cc1OC,1.0
CCOc1ccc(OCc2ccc(C(=O)O)o2)cc1,1.0
CCOc1ccc(OCc2cccc(C(=O)O)c2)cc1,1.0
CCOc1ccc2c(=O)c(Oc3ccccc3)c(C)oc2c1,1.0
CCOc1ccc2c(C)c(C)c(=O)oc2c1OCC,1.0
CCOc1ccc2c(CC)cc(=O)oc2c1OCC,1.0
CCOc1cccc(=O)c2c(C)oc(C)c12,1.0
CCOc1ccccc1-c1c2cc(O)c(=O)cc-2oc2cc(O)c(O)cc12,1.0
CCOc1ccccc1C=C1CCc2ccccc2C1=O,1.0
CCOc1ccccc1Oc1c(C)oc2cc(OC(=O)c3ccco3)ccc2c1=O,1.0
CCOc1ccccc1Oc1coc2cc(OC(=O)c3ccco3)ccc2c1=O,1.0
CCc1c(C=CC(=O)C=Cc2ccc(OC)c(OC)c2CC)ccc(OC)c1OC,1.0
CCc1cc(=O)oc2cc(C)cc(OCC(=O)C(C)(C)C)c12,1.0
